zip,city,region,district
35032,thai nguyen,east,district #19
35033,lao cai,east,district #19
35034,uong bi,east,district #19
35035,ninh binh,east,district #19
35036,nam dinh,east,district #19
35038,hanoi,east,district #19
35040,hai phong,east,district #19
35042,cam pha,east,district #19
35043,son tay,east,district #19
35044,uong bi,east,district #19
35045,ninh binh,east,district #19
35046,bac giang,east,district #19
35048,son tay,east,district #19
35049,son tay,east,district #19
35051,nam dinh,east,district #19
35052,lao cai,east,district #19
35053,hanoi,east,district #19
35054,uong bi,east,district #19
35055,bac giang,east,district #19
35056,thai nguyen,east,district #19
35057,son tay,east,district #19
35058,viet tri,east,district #19
35060,hai phong,east,district #19
35061,hai phong,east,district #19
35062,hai phong,east,district #19
35063,thai nguyen,east,district #19
35064,hanoi,east,district #19
35068,nam dinh,east,district #19
35070,phu ly,east,district #19
35071,lao cai,east,district #19
35073,ninh binh,east,district #19
35074,bac giang,east,district #19
35077,viet tri,east,district #19
35078,son tay,east,district #19
35079,hanoi,east,district #19
35080,lao cai,east,district #19
35083,phu ly,east,district #19
35085,bac ninh,east,district #19
35087,bac giang,east,district #19
35091,bac giang,east,district #19
35094,ha long,east,district #19
35097,nam dinh,east,district #19
35098,thai nguyen,east,district #19
35111,hanoi,east,district #19
35112,cam pha,east,district #19
35114,bac giang,east,district #19
35115,thai nguyen,east,district #19
35116,ha long,east,district #19
35117,son tay,east,district #19
35118,viet tri,east,district #19
35119,bac giang,east,district #19
35120,phu ly,east,district #19
35121,bac ninh,east,district #19
35123,nam dinh,east,district #19
35124,viet tri,east,district #19
35125,phu ly,east,district #19
35126,viet tri,east,district #19
35127,cam pha,east,district #19
35128,hanoi,east,district #19
35130,uong bi,east,district #19
35133,uong bi,east,district #19
35135,bac ninh,east,district #19
35137,nam dinh,east,district #19
35139,son tay,east,district #19
35142,bac ninh,east,district #19
35143,nam dinh,east,district #19
35144,viet tri,east,district #19
35146,bac giang,east,district #19
35147,cam pha,east,district #19
35148,viet tri,east,district #19
35151,bac ninh,east,district #19
35171,ha long,east,district #19
35172,ha long,east,district #19
35173,son tay,east,district #19
35175,cam pha,east,district #19
35176,bac ninh,east,district #19
35178,thai nguyen,east,district #19
35179,phu ly,east,district #19
35180,lao cai,east,district #19
35181,phu ly,east,district #19
35182,cam pha,east,district #19
35184,bac giang,east,district #19
35185,lao cai,east,district #19
35186,ninh binh,east,district #19
35187,bac ninh,east,district #19
35188,son tay,east,district #19
35201,ninh binh,east,district #19
35202,ninh binh,east,district #19
35203,hanoi,east,district #19
35204,hai phong,east,district #19
35205,thai nguyen,east,district #19
35206,phu ly,east,district #19
35207,hai phong,east,district #19
35208,hai phong,east,district #19
35209,hanoi,east,district #19
35210,ha long,east,district #19
35211,lao cai,east,district #19
35212,phu ly,east,district #19
35213,phu ly,east,district #19
35214,thai nguyen,east,district #19
35215,uong bi,east,district #19
35216,phu ly,east,district #19
35217,cam pha,east,district #19
35218,ninh binh,east,district #19
35219,cam pha,east,district #19
35220,thai nguyen,east,district #19
35221,uong bi,east,district #19
35222,son tay,east,district #19
35223,ninh binh,east,district #19
35224,bac giang,east,district #19
35225,uong bi,east,district #19
35226,son tay,east,district #19
35228,phu ly,east,district #19
35229,cam pha,east,district #19
35231,nam dinh,east,district #19
35232,lao cai,east,district #19
35233,son tay,east,district #19
35234,hanoi,east,district #19
35235,hanoi,east,district #19
35236,hai phong,east,district #19
35237,bac ninh,east,district #19
35238,ha long,east,district #19
35242,lao cai,east,district #19
35243,lao cai,east,district #19
35244,ha long,east,district #19
35246,ninh binh,east,district #19
35249,hai phong,east,district #19
35253,ninh binh,east,district #19
35254,bac ninh,east,district #19
35255,hanoi,east,district #19
35259,bac ninh,east,district #19
35260,ninh binh,east,district #19
35261,son tay,east,district #19
35266,hai phong,east,district #19
35270,ninh binh,east,district #19
35282,thai nguyen,east,district #19
35283,bac giang,east,district #19
35285,hai phong,east,district #19
35287,son tay,east,district #19
35288,ninh binh,east,district #19
35290,uong bi,east,district #19
35291,phu ly,east,district #19
35292,lao cai,east,district #19
35293,ha long,east,district #19
35294,nam dinh,east,district #19
35295,hanoi,east,district #19
35296,bac giang,east,district #19
35297,bac giang,east,district #19
35298,hanoi,east,district #19
35401,viet tri,east,district #19
35402,hanoi,east,district #19
35403,ninh binh,east,district #19
35404,viet tri,east,district #19
35405,ninh binh,east,district #19
35406,hai phong,east,district #19
35407,lao cai,east,district #19
35440,cam pha,east,district #19
35444,lao cai,east,district #19
35446,viet tri,east,district #19
35449,viet tri,east,district #19
35452,hanoi,east,district #19
35453,viet tri,east,district #19
35456,bac giang,east,district #19
35457,ninh binh,east,district #19
35458,viet tri,east,district #19
35461,hai phong,east,district #19
35463,lao cai,east,district #19
35466,hanoi,east,district #19
35468,thai nguyen,east,district #19
35471,nam dinh,east,district #19
35473,son tay,east,district #19
35474,ha long,east,district #19
35475,ninh binh,east,district #19
35476,nam dinh,east,district #19
35478,viet tri,east,district #19
35480,hai phong,east,district #19
35481,bac ninh,east,district #19
35482,uong bi,east,district #19
35485,viet tri,east,district #19
35486,lao cai,east,district #19
35487,ninh binh,east,district #19
35490,cam pha,east,district #19
35501,thai nguyen,east,district #19
35502,nam dinh,east,district #19
35503,son tay,east,district #19
35504,uong bi,east,district #19
35540,lao cai,east,district #19
35541,bac giang,east,district #19
35542,bac giang,east,district #19
35543,ninh binh,east,district #19
35544,phu ly,east,district #19
35545,ha long,east,district #19
35546,cam pha,east,district #19
35548,ha long,east,district #19
35549,phu ly,east,district #19
35550,hanoi,east,district #19
35551,ninh binh,east,district #19
35552,son tay,east,district #19
35553,hanoi,east,district #19
35554,uong bi,east,district #19
35555,hai phong,east,district #19
35559,bac ninh,east,district #19
35560,thai nguyen,east,district #19
35563,cam pha,east,district #19
35564,lao cai,east,district #19
35565,bac giang,east,district #19
35570,bac ninh,east,district #19
35571,hai phong,east,district #19
35572,lao cai,east,district #19
35573,thai nguyen,east,district #19
35574,bac giang,east,district #19
35575,hai phong,east,district #19
35576,thai nguyen,east,district #19
35577,cam pha,east,district #19
35578,lao cai,east,district #19
35579,thai nguyen,east,district #19
35580,cam pha,east,district #19
35581,lao cai,east,district #19
35582,bac ninh,east,district #19
35584,thai nguyen,east,district #19
35585,hanoi,east,district #19
35586,lao cai,east,district #19
35587,hai phong,east,district #19
35592,nam dinh,east,district #19
35593,hai phong,east,district #19
35594,viet tri,east,district #19
35601,bac ninh,east,district #19
35602,viet tri,east,district #19
35603,uong bi,east,district #19
35609,hanoi,east,district #19
35610,thai nguyen,east,district #19
35611,hanoi,east,district #19
35612,hanoi,east,district #19
35613,bac giang,east,district #19
35614,nam dinh,east,district #19
35615,hai phong,east,district #19
35616,bac ninh,east,district #19
35617,bac giang,east,district #19
35618,son tay,east,district #19
35619,viet tri,east,district #19
35620,bac ninh,east,district #19
35621,bac giang,east,district #19
35622,hai phong,east,district #19
35630,bac ninh,east,district #19
35631,uong bi,east,district #19
35632,hanoi,east,district #19
35633,lao cai,east,district #19
35634,cam pha,east,district #19
35640,ninh binh,east,district #19
35643,nam dinh,east,district #19
35645,ninh binh,east,district #19
35646,bac ninh,east,district #19
35647,lao cai,east,district #19
35648,cam pha,east,district #19
35649,uong bi,east,district #19
35650,ha long,east,district #19
35651,son tay,east,district #19
35652,ha long,east,district #19
35653,hanoi,east,district #19
35654,bac giang,east,district #19
35660,ninh binh,east,district #19
35661,lao cai,east,district #19
35662,ninh binh,east,district #19
35670,cam pha,east,district #19
35671,lao cai,east,district #19
35672,bac giang,east,district #19
35673,bac giang,east,district #19
35674,ha long,east,district #19
35677,ninh binh,east,district #19
35699,thai nguyen,east,district #19
35739,ha long,east,district #19
35740,bac ninh,east,district #19
35741,uong bi,east,district #19
35742,nam dinh,east,district #19
35744,bac ninh,east,district #19
35745,thai nguyen,east,district #19
35746,uong bi,east,district #19
35747,viet tri,east,district #19
35748,viet tri,east,district #19
35749,hai phong,east,district #19
35750,thai nguyen,east,district #19
35751,viet tri,east,district #19
35752,nam dinh,east,district #19
35754,hanoi,east,district #19
35755,thai nguyen,east,district #19
35756,viet tri,east,district #19
35757,viet tri,east,district #19
35758,hai phong,east,district #19
35759,viet tri,east,district #19
35760,ha long,east,district #19
35761,phu ly,east,district #19
35762,cam pha,east,district #19
35763,hai phong,east,district #19
35764,thai nguyen,east,district #19
35765,ninh binh,east,district #19
35766,bac giang,east,district #19
35767,viet tri,east,district #19
35768,phu ly,east,district #19
35769,hanoi,east,district #19
35772,son tay,east,district #19
35773,thai nguyen,east,district #19
35774,ninh binh,east,district #19
35775,bac giang,east,district #19
35776,uong bi,east,district #19
35801,bac ninh,east,district #19
35802,ninh binh,east,district #19
35803,hai phong,east,district #19
35804,lao cai,east,district #19
35805,ha long,east,district #19
35806,lao cai,east,district #19
35807,hanoi,east,district #19
35808,hanoi,east,district #19
35809,hai phong,east,district #19
35810,cam pha,east,district #19
35811,nam dinh,east,district #19
35812,uong bi,east,district #19
35813,ninh binh,east,district #19
35814,hanoi,east,district #19
35815,cam pha,east,district #19
35816,phu ly,east,district #19
35824,bac ninh,east,district #19
35893,lao cai,east,district #19
35894,viet tri,east,district #19
35895,hanoi,east,district #19
35896,cam pha,east,district #19
35897,bac ninh,east,district #19
35898,hai phong,east,district #19
35899,son tay,east,district #19
35950,nam dinh,east,district #19
35951,hai phong,east,district #19
35952,nam dinh,east,district #19
35953,ninh binh,east,district #19
35958,uong bi,east,district #19
35964,ninh binh,east,district #19
35966,bac giang,east,district #19
35968,hai phong,east,district #19
35972,bac ninh,east,district #19
35975,ha long,east,district #19
35976,cam pha,east,district #19
35978,nam dinh,east,district #19
35979,son tay,east,district #19
35980,bac ninh,east,district #19
35981,thai nguyen,east,district #19
35986,son tay,east,district #19
35987,cam pha,east,district #19
35988,ha long,east,district #19
35989,bac giang,east,district #19
35990,nam dinh,east,district #19
36750,phu ly,east,district #19
36756,uong bi,east,district #19
36790,phu ly,east,district #19
36792,son tay,east,district #19
36793,phu ly,east,district #19
24201,thai nguyen,east,district #19
24202,ha long,east,district #19
24203,cam pha,east,district #19
24205,bac giang,east,district #19
24209,thai nguyen,east,district #19
24210,ninh binh,east,district #19
24211,lao cai,east,district #19
24212,bac ninh,east,district #19
24215,viet tri,east,district #19
24216,son tay,east,district #19
24217,hanoi,east,district #19
24218,bac ninh,east,district #19
24219,phu ly,east,district #19
24220,bac giang,east,district #19
24221,ninh binh,east,district #19
24224,bac giang,east,district #19
24225,hanoi,east,district #19
24226,bac giang,east,district #19
24228,bac ninh,east,district #19
24230,ninh binh,east,district #19
24236,ha long,east,district #19
24237,ha long,east,district #19
24239,hai phong,east,district #19
24243,cam pha,east,district #19
24244,son tay,east,district #19
24245,uong bi,east,district #19
24246,ninh binh,east,district #19
24248,ninh binh,east,district #19
24250,uong bi,east,district #19
24251,uong bi,east,district #19
24256,nam dinh,east,district #19
24258,son tay,east,district #19
24260,ninh binh,east,district #19
24263,lao cai,east,district #19
24265,son tay,east,district #19
24266,thai nguyen,east,district #19
24269,ha long,east,district #19
24270,lao cai,east,district #19
24271,bac giang,east,district #19
24272,son tay,east,district #19
24273,viet tri,east,district #19
